0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,heat_on,clusters_1,Date,cluster_reel
0.0,1459.7699803548169,1592.5144328230454,1713.7405570424307,1820.1899355506976,1900.5427998054,2149.7132136332,2389.0254267599084,2587.9066818816136,1910.168077289076,739.7784108933192,0.0,0.0,0.0,0.0,0.0,109.53778179836809,224.68153586234985,364.13852982313983,516.7701733131398,666.6606571560915,821.2498426547025,956.4177795680808,1073.2612351756688,1,0.0,2018-01-01,"[1541.6499511472148, 1722.6154008280046, 1879.541137504486, 2022.8489772326157, 2150.5568240364696, 2251.424838405671, 2576.4309713133475, 2872.4970237040657, 2942.551447173715, 2443.9347703190165, 1726.1698032589215, 783.5201919587881, 503.95293263908843, 260.4942329306641, 159.50312194642657, 138.44538916229442, 137.3774734446615, 206.19977425173042, 280.4548498740286, 410.1120493522243, 542.6171707835016, 689.6601151619121, 834.5856452293518, 989.5024762925173]"
1199.7732257856114,1333.6461277076453,1449.0055069461378,1543.7556439259715,1627.1232415158302,1693.1335030164482,1911.2506196871689,2067.169079482388,2196.6234903245927,2178.598551453484,2088.835200011053,1683.9737759211494,1714.3969138870452,1509.560122842944,1325.2611604007543,1309.1970122068667,1255.15403498651,1256.686715571945,1268.1289862162594,1270.3216519164416,1261.2336775519216,1279.8518837860247,1300.9880597287192,1302.2274865639338,1,0.0,2018-01-02,"[1541.6499511472148, 1722.6154008280046, 1879.541137504486, 2022.8489772326157, 2150.5568240364696, 2251.424838405671, 2576.4309713133475, 2872.4970237040657, 2942.551447173715, 2443.9347703190165, 1726.1698032589215, 783.5201919587881, 503.95293263908843, 260.4942329306641, 159.50312194642657, 138.44538916229442, 137.3774734446615, 206.19977425173042, 280.4548498740286, 410.1120493522243, 542.6171707835016, 689.6601151619121, 834.5856452293518, 989.5024762925173]"
1312.6774172644436,1330.3759707197753,1319.6444987286595,1254.1621313629876,1164.735256901513,1099.9749770402705,1058.8069060808484,1030.603928134013,1052.7849371799748,1047.3609477648424,803.7600593671814,380.5842907482729,0.0,0.0,0.0,0.0,0.0,9.831572836861596,186.1272718657492,348.46181708623766,500.5472438578872,629.7504564388946,710.1510094408222,751.3234571440626,1,2.0,2018-01-03,"[165.93487007943926, 241.9876195966906, 332.52453284500933, 437.5402785767313, 548.5922836467807, 651.2819296622959, 903.4368410263687, 1112.4806667868684, 1096.7330720007008, 725.3765863028935, 369.00729722755864, 137.10038774139824, 109.38322039529996, 71.39151207367253, 59.98877216440634, 54.85053905393388, 49.94421195571422, 63.077311411914145, 82.44805303079742, 120.17549022144026, 161.28490493793245, 212.65685351140954, 273.8603696759212, 347.76234889709076]"
730.8741559137853,661.3396766324004,638.6247788156179,673.7581706687633,696.701046280883,699.2471788566181,711.4201323528687,714.8477772140104,719.953689564456,517.9297059526507,23.633086145106063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2018-01-04,"[165.93487007943926, 241.9876195966906, 332.52453284500933, 437.5402785767313, 548.5922836467807, 651.2819296622959, 903.4368410263687, 1112.4806667868684, 1096.7330720007008, 725.3765863028935, 369.00729722755864, 137.10038774139824, 109.38322039529996, 71.39151207367253, 59.98877216440634, 54.85053905393388, 49.94421195571422, 63.077311411914145, 82.44805303079742, 120.17549022144026, 161.28490493793245, 212.65685351140954, 273.8603696759212, 347.76234889709076]"
0.0,0.0,0.0,0.0,0.0,0.0,160.88226620424393,461.4927328655394,802.0799309936848,141.268367638193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,2018-01-05,"[165.93487007943926, 241.9876195966906, 332.52453284500933, 437.5402785767313, 548.5922836467807, 651.2819296622959, 903.4368410263687, 1112.4806667868684, 1096.7330720007008, 725.3765863028935, 369.00729722755864, 137.10038774139824, 109.38322039529996, 71.39151207367253, 59.98877216440634, 54.85053905393388, 49.94421195571422, 63.077311411914145, 82.44805303079742, 120.17549022144026, 161.28490493793245, 212.65685351140954, 273.8603696759212, 347.76234889709076]"
0.0,0.0,0.0,26.364092958297988,166.77507885850355,378.9735836558612,722.423944349197,1059.6973258689975,1213.9374099548077,1378.3111524070046,1502.4614567282188,1406.3708043223303,1472.8787477372316,1506.3289104417054,1546.637684569905,1565.2180219796792,1476.1454831282826,1552.7195081801185,1626.3790787955004,1702.004375075252,1778.1974673331497,1831.783430168878,1856.5121421907097,1832.1254782141257,1,2.0,2018-01-06,"[165.93487007943926, 241.9876195966906, 332.52453284500933, 437.5402785767313, 548.5922836467807, 651.2819296622959, 903.4368410263687, 1112.4806667868684, 1096.7330720007008, 725.3765863028935, 369.00729722755864, 137.10038774139824, 109.38322039529996, 71.39151207367253, 59.98877216440634, 54.85053905393388, 49.94421195571422, 63.077311411914145, 82.44805303079742, 120.17549022144026, 161.28490493793245, 212.65685351140954, 273.8603696759212, 347.76234889709076]"
1799.7194929363686,1802.2250166896192,1818.789071260384,1828.8633283457384,1840.632467585914,1798.4815585466058,1766.7905884787033,1812.8924806183056,1826.2264061851383,1778.9268062744231,1594.1522095997134,1330.068686470011,879.8219231640686,575.4042622107445,339.4072618492355,395.8943856985352,635.4300612116494,882.21238032783,1044.133389614297,1128.730974871709,1202.2294744568571,1293.2363835063295,1387.2347937988309,1493.5781220103818,1,0.0,2018-01-07,"[1541.6499511472148, 1722.6154008280046, 1879.541137504486, 2022.8489772326157, 2150.5568240364696, 2251.424838405671, 2576.4309713133475, 2872.4970237040657, 2942.551447173715, 2443.9347703190165, 1726.1698032589215, 783.5201919587881, 503.95293263908843, 260.4942329306641, 159.50312194642657, 138.44538916229442, 137.3774734446615, 206.19977425173042, 280.4548498740286, 410.1120493522243, 542.6171707835016, 689.6601151619121, 834.5856452293518, 989.5024762925173]"
1641.2979729780272,1805.3521792462636,1975.2470040285623,2124.5715115413254,2253.8386285324304,2303.4627313895253,2538.5124194271407,2829.21624931541,3134.2888995478206,2931.5852465921416,2670.8034358455843,2170.1107810995454,2315.0727951878434,2272.613674168919,2237.0056890186897,2165.588143130517,2059.121317962279,2037.918196435756,2044.3065726618809,2170.4282299266774,2259.511466434873,2355.0097446609,2395.649675301771,2418.500582024106,1,1.0,2018-01-08,"[2321.288624854183, 2467.3013234223213, 2578.259481167465, 2680.9711998856565, 2775.2573757762875, 2845.404379975606, 3158.59656767887, 3458.8532010879135, 3657.903567280301, 3411.516194275309, 3042.309817939529, 2281.804635564467, 2252.750345712012, 1941.5957191785608, 1729.2868037306155, 1662.9928261406026, 1562.5376817359477, 1656.0716554151086, 1743.1288828872714, 1927.766173104274, 2086.541515709492, 2228.9021140308264, 2360.4699697317587, 2483.030742544947]"
2482.2060037443957,2536.798416981852,2609.7402010908263,2703.6850477061744,2811.4620869935607,2929.995330196587,3325.719251956325,3735.6752371077673,4165.261032169314,3466.7914914473727,2165.8680015463906,478.011093370842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.07650129286048,1,0.0,2018-01-09,"[1541.6499511472148, 1722.6154008280046, 1879.541137504486, 2022.8489772326157, 2150.5568240364696, 2251.424838405671, 2576.4309713133475, 2872.4970237040657, 2942.551447173715, 2443.9347703190165, 1726.1698032589215, 783.5201919587881, 503.95293263908843, 260.4942329306641, 159.50312194642657, 138.44538916229442, 137.3774734446615, 206.19977425173042, 280.4548498740286, 410.1120493522243, 542.6171707835016, 689.6601151619121, 834.5856452293518, 989.5024762925173]"
194.7561818868417,422.3687578686804,701.4486819418962,932.1125049837792,1108.821379363391,1270.4718915070334,1671.020163418107,2011.1903369140564,2273.408540542012,1830.8948968815748,1170.9719737150372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.179089862911496,90.85397559423289,285.14416216385143,1,2.0,2018-01-10,"[165.93487007943926, 241.9876195966906, 332.52453284500933, 437.5402785767313, 548.5922836467807, 651.2819296622959, 903.4368410263687, 1112.4806667868684, 1096.7330720007008, 725.3765863028935, 369.00729722755864, 137.10038774139824, 109.38322039529996, 71.39151207367253, 59.98877216440634, 54.85053905393388, 49.94421195571422, 63.077311411914145, 82.44805303079742, 120.17549022144026, 161.28490493793245, 212.65685351140954, 273.8603696759212, 347.76234889709076]"
